Sensor,Date_Time,Date,Time,Count
Spencer St-Collins St (North),2020-07-14T07:00:00Z,2020-07-14,17,553
Melbourne Convention Exhibition Centre,2020-07-14T07:00:00Z,2020-07-14,17,554
QV Market-Elizabeth St (West),2020-07-14T07:00:00Z,2020-07-14,17,270
QV Market-Peel St,2020-07-14T07:00:00Z,2020-07-14,17,99
The Arts Centre,2020-07-14T07:00:00Z,2020-07-14,17,361
St Kilda Rd-Alexandra Gardens,2020-07-14T07:00:00Z,2020-07-14,17,152
Lonsdale St (South),2020-07-14T07:00:00Z,2020-07-14,17,168
Lygon St (West),2020-07-14T07:00:00Z,2020-07-14,17,145
City Square,2020-07-14T07:00:00Z,2020-07-14,17,NA
Flinders St-Spring St (West),2020-07-14T07:00:00Z,2020-07-14,17,NA
Flinders St-Spark La,2020-07-14T07:00:00Z,2020-07-14,17,76
Southbank,2020-07-14T07:00:00Z,2020-07-14,17,499
Queen St (West),2020-07-14T07:00:00Z,2020-07-14,17,106
Lygon St (East),2020-07-14T07:00:00Z,2020-07-14,17,70
Alfred Place,2020-07-14T07:00:00Z,2020-07-14,17,25
Lonsdale St-Spring St (West),2020-07-14T07:00:00Z,2020-07-14,17,103
Grattan St-Swanston St (West),2020-07-14T07:00:00Z,2020-07-14,17,92
Monash Rd-Swanston St (West),2020-07-14T07:00:00Z,2020-07-14,17,99
Tin Alley-Swanston St (West),2020-07-14T07:00:00Z,2020-07-14,17,63
Little Collins St-Swanston St (East),2020-07-14T07:00:00Z,2020-07-14,17,368
Flinders La-Swanston St (West),2020-07-14T07:00:00Z,2020-07-14,17,755
Pelham St (South),2020-07-14T07:00:00Z,2020-07-14,17,47
Melbourne Central-Elizabeth St (East),2020-07-14T07:00:00Z,2020-07-14,17,605
QVM-Queen St (East),2020-07-14T07:00:00Z,2020-07-14,17,120
QVM-Therry St (South),2020-07-14T07:00:00Z,2020-07-14,17,87
Faraday St-Lygon St (West),2020-07-14T07:00:00Z,2020-07-14,17,80
QVM-Franklin St (North),2020-07-14T07:00:00Z,2020-07-14,17,141
Elizabeth St-Lonsdale St (South),2020-07-14T07:00:00Z,2020-07-14,17,154
Lincoln-Swanston (W),2020-07-14T07:00:00Z,2020-07-14,17,5
Elizabeth St-La Trobe St (East),2020-07-14T07:00:00Z,2020-07-14,17,NA
Lonsdale St - Elizabeth St (North),2020-07-14T07:00:00Z,2020-07-14,17,136
Bourke St Bridge,2020-07-14T07:00:00Z,2020-07-14,17,104
Bourke St - Spencer St (North),2020-07-14T07:00:00Z,2020-07-14,17,396
RMIT Bld 80 - 445 Swanston Street,2020-07-14T07:00:00Z,2020-07-14,17,20
Flinders La-Swanston St (West) Temporary,2020-07-14T07:00:00Z,2020-07-14,17,NA
RMIT Building 14,2020-07-14T07:00:00Z,2020-07-14,17,217
380 Elizabeth St,2020-07-14T07:00:00Z,2020-07-14,17,843
La Trobe St (North),2020-07-14T07:00:00Z,2020-07-14,17,NA
231 Bourke St,2020-07-14T07:00:00Z,2020-07-14,17,207
Royal Pde - Grattan St,2020-07-14T07:00:00Z,2020-07-14,17,NA
Bourke Street Mall (North),2020-07-14T08:00:00Z,2020-07-14,18,268
Bourke Street Mall (South),2020-07-14T08:00:00Z,2020-07-14,18,148
Melbourne Central,2020-07-14T08:00:00Z,2020-07-14,18,402
Town Hall (West),2020-07-14T08:00:00Z,2020-07-14,18,339
Princes Bridge,2020-07-14T08:00:00Z,2020-07-14,18,380
Flinders Street Station Underpass,2020-07-14T08:00:00Z,2020-07-14,18,322
Birrarung Marr,2020-07-14T08:00:00Z,2020-07-14,18,164
Webb Bridge,2020-07-14T08:00:00Z,2020-07-14,18,211
Southern Cross Station,2020-07-14T08:00:00Z,2020-07-14,18,107
Victoria Point,2020-07-14T08:00:00Z,2020-07-14,18,40
Waterfront City,2020-07-14T08:00:00Z,2020-07-14,18,86
New Quay,2020-07-14T08:00:00Z,2020-07-14,18,303
Flagstaff Station,2020-07-14T08:00:00Z,2020-07-14,18,NA
Sandridge Bridge,2020-07-14T08:00:00Z,2020-07-14,18,9
State Library,2020-07-14T08:00:00Z,2020-07-14,18,NA
Collins St (North),2020-07-14T08:00:00Z,2020-07-14,18,196
Collins Place (South),2020-07-14T08:00:00Z,2020-07-14,18,77
Collins Place (North),2020-07-14T08:00:00Z,2020-07-14,18,57
Chinatown-Swanston St (North),2020-07-14T08:00:00Z,2020-07-14,18,207
Chinatown-Lt Bourke St (South),2020-07-14T08:00:00Z,2020-07-14,18,55
Bourke St-Russell St (West),2020-07-14T08:00:00Z,2020-07-14,18,NA
Flinders St-Elizabeth St (East),2020-07-14T08:00:00Z,2020-07-14,18,994
Spencer St-Collins St (South),2020-07-14T08:00:00Z,2020-07-14,18,122
Spencer St-Collins St (North),2020-07-14T08:00:00Z,2020-07-14,18,399
Melbourne Convention Exhibition Centre,2020-07-14T08:00:00Z,2020-07-14,18,413
QV Market-Elizabeth St (West),2020-07-14T08:00:00Z,2020-07-14,18,224
QV Market-Peel St,2020-07-14T08:00:00Z,2020-07-14,18,70
The Arts Centre,2020-07-14T08:00:00Z,2020-07-14,18,232
St Kilda Rd-Alexandra Gardens,2020-07-14T08:00:00Z,2020-07-14,18,91
Lonsdale St (South),2020-07-14T08:00:00Z,2020-07-14,18,176
Lygon St (West),2020-07-14T08:00:00Z,2020-07-14,18,128
City Square,2020-07-14T08:00:00Z,2020-07-14,18,NA
Flinders St-Spring St (West),2020-07-14T08:00:00Z,2020-07-14,18,NA
Flinders St-Spark La,2020-07-14T08:00:00Z,2020-07-14,18,42
Southbank,2020-07-14T08:00:00Z,2020-07-14,18,381
Queen St (West),2020-07-14T08:00:00Z,2020-07-14,18,65
Lygon St (East),2020-07-14T08:00:00Z,2020-07-14,18,52
Alfred Place,2020-07-14T08:00:00Z,2020-07-14,18,11
Lonsdale St-Spring St (West),2020-07-14T08:00:00Z,2020-07-14,18,48
Grattan St-Swanston St (West),2020-07-14T08:00:00Z,2020-07-14,18,56
Monash Rd-Swanston St (West),2020-07-14T08:00:00Z,2020-07-14,18,65
Tin Alley-Swanston St (West),2020-07-14T08:00:00Z,2020-07-14,18,46
Little Collins St-Swanston St (East),2020-07-14T08:00:00Z,2020-07-14,18,196
Flinders La-Swanston St (West),2020-07-14T08:00:00Z,2020-07-14,18,466
Pelham St (South),2020-07-14T08:00:00Z,2020-07-14,18,45
Melbourne Central-Elizabeth St (East),2020-07-14T08:00:00Z,2020-07-14,18,379
QVM-Queen St (East),2020-07-14T08:00:00Z,2020-07-14,18,71
QVM-Therry St (South),2020-07-14T08:00:00Z,2020-07-14,18,89
Faraday St-Lygon St (West),2020-07-14T08:00:00Z,2020-07-14,18,63
QVM-Franklin St (North),2020-07-14T08:00:00Z,2020-07-14,18,110
Elizabeth St-Lonsdale St (South),2020-07-14T08:00:00Z,2020-07-14,18,131
Lincoln-Swanston (W),2020-07-14T08:00:00Z,2020-07-14,18,1
Elizabeth St-La Trobe St (East),2020-07-14T08:00:00Z,2020-07-14,18,NA
Lonsdale St - Elizabeth St (North),2020-07-14T08:00:00Z,2020-07-14,18,114
Bourke St Bridge,2020-07-14T08:00:00Z,2020-07-14,18,83
Bourke St - Spencer St (North),2020-07-14T08:00:00Z,2020-07-14,18,246
RMIT Bld 80 - 445 Swanston Street,2020-07-14T08:00:00Z,2020-07-14,18,NA
Flinders La-Swanston St (West) Temporary,2020-07-14T08:00:00Z,2020-07-14,18,NA
RMIT Building 14,2020-07-14T08:00:00Z,2020-07-14,18,157
380 Elizabeth St,2020-07-14T08:00:00Z,2020-07-14,18,682
La Trobe St (North),2020-07-14T08:00:00Z,2020-07-14,18,NA
231 Bourke St,2020-07-14T08:00:00Z,2020-07-14,18,145
Royal Pde - Grattan St,2020-07-14T08:00:00Z,2020-07-14,18,NA
Bourke Street Mall (North),2020-07-14T09:00:00Z,2020-07-14,19,125
Bourke Street Mall (South),2020-07-14T09:00:00Z,2020-07-14,19,75
Melbourne Central,2020-07-14T09:00:00Z,2020-07-14,19,293
Town Hall (West),2020-07-14T09:00:00Z,2020-07-14,19,208
Princes Bridge,2020-07-14T09:00:00Z,2020-07-14,19,198
Flinders Street Station Underpass,2020-07-14T09:00:00Z,2020-07-14,19,182
Birrarung Marr,2020-07-14T09:00:00Z,2020-07-14,19,92
Webb Bridge,2020-07-14T09:00:00Z,2020-07-14,19,87
Southern Cross Station,2020-07-14T09:00:00Z,2020-07-14,19,51
Victoria Point,2020-07-14T09:00:00Z,2020-07-14,19,47
Waterfront City,2020-07-14T09:00:00Z,2020-07-14,19,62
New Quay,2020-07-14T09:00:00Z,2020-07-14,19,226
Flagstaff Station,2020-07-14T09:00:00Z,2020-07-14,19,NA
Sandridge Bridge,2020-07-14T09:00:00Z,2020-07-14,19,5
State Library,2020-07-14T09:00:00Z,2020-07-14,19,NA
Collins St (North),2020-07-14T09:00:00Z,2020-07-14,19,54
Collins Place (South),2020-07-14T09:00:00Z,2020-07-14,19,47
Collins Place (North),2020-07-14T09:00:00Z,2020-07-14,19,31
Chinatown-Swanston St (North),2020-07-14T09:00:00Z,2020-07-14,19,149
Chinatown-Lt Bourke St (South),2020-07-14T09:00:00Z,2020-07-14,19,58
Bourke St-Russell St (West),2020-07-14T09:00:00Z,2020-07-14,19,NA
Flinders St-Elizabeth St (East),2020-07-14T09:00:00Z,2020-07-14,19,712
Spencer St-Collins St (South),2020-07-14T09:00:00Z,2020-07-14,19,81
Spencer St-Collins St (North),2020-07-14T09:00:00Z,2020-07-14,19,213
Melbourne Convention Exhibition Centre,2020-07-14T09:00:00Z,2020-07-14,19,203
QV Market-Elizabeth St (West),2020-07-14T09:00:00Z,2020-07-14,19,144
QV Market-Peel St,2020-07-14T09:00:00Z,2020-07-14,19,62
The Arts Centre,2020-07-14T09:00:00Z,2020-07-14,19,127
St Kilda Rd-Alexandra Gardens,2020-07-14T09:00:00Z,2020-07-14,19,45
Lonsdale St (South),2020-07-14T09:00:00Z,2020-07-14,19,119
Lygon St (West),2020-07-14T09:00:00Z,2020-07-14,19,119
City Square,2020-07-14T09:00:00Z,2020-07-14,19,NA
Flinders St-Spring St (West),2020-07-14T09:00:00Z,2020-07-14,19,NA
Flinders St-Spark La,2020-07-14T09:00:00Z,2020-07-14,19,13
Southbank,2020-07-14T09:00:00Z,2020-07-14,19,203
Queen St (West),2020-07-14T09:00:00Z,2020-07-14,19,46
Lygon St (East),2020-07-14T09:00:00Z,2020-07-14,19,32
Alfred Place,2020-07-14T09:00:00Z,2020-07-14,19,8
Lonsdale St-Spring St (West),2020-07-14T09:00:00Z,2020-07-14,19,37
Grattan St-Swanston St (West),2020-07-14T09:00:00Z,2020-07-14,19,35
Monash Rd-Swanston St (West),2020-07-14T09:00:00Z,2020-07-14,19,37
Tin Alley-Swanston St (West),2020-07-14T09:00:00Z,2020-07-14,19,17
Little Collins St-Swanston St (East),2020-07-14T09:00:00Z,2020-07-14,19,116
Flinders La-Swanston St (West),2020-07-14T09:00:00Z,2020-07-14,19,270
Pelham St (South),2020-07-14T09:00:00Z,2020-07-14,19,18
Melbourne Central-Elizabeth St (East),2020-07-14T09:00:00Z,2020-07-14,19,249
QVM-Queen St (East),2020-07-14T09:00:00Z,2020-07-14,19,61
QVM-Therry St (South),2020-07-14T09:00:00Z,2020-07-14,19,108
Faraday St-Lygon St (West),2020-07-14T09:00:00Z,2020-07-14,19,37
QVM-Franklin St (North),2020-07-14T09:00:00Z,2020-07-14,19,127
Elizabeth St-Lonsdale St (South),2020-07-14T09:00:00Z,2020-07-14,19,78
Lincoln-Swanston (W),2020-07-14T09:00:00Z,2020-07-14,19,5
Elizabeth St-La Trobe St (East),2020-07-14T09:00:00Z,2020-07-14,19,NA
Lonsdale St - Elizabeth St (North),2020-07-14T09:00:00Z,2020-07-14,19,107
Bourke St Bridge,2020-07-14T09:00:00Z,2020-07-14,19,51
Bourke St - Spencer St (North),2020-07-14T09:00:00Z,2020-07-14,19,133
RMIT Bld 80 - 445 Swanston Street,2020-07-14T09:00:00Z,2020-07-14,19,NA
Flinders La-Swanston St (West) Temporary,2020-07-14T09:00:00Z,2020-07-14,19,NA
RMIT Building 14,2020-07-14T09:00:00Z,2020-07-14,19,116
380 Elizabeth St,2020-07-14T09:00:00Z,2020-07-14,19,483
La Trobe St (North),2020-07-14T09:00:00Z,2020-07-14,19,NA
231 Bourke St,2020-07-14T09:00:00Z,2020-07-14,19,77
Royal Pde - Grattan St,2020-07-14T09:00:00Z,2020-07-14,19,NA
Bourke Street Mall (North),2020-07-14T10:00:00Z,2020-07-14,20,89
Bourke Street Mall (South),2020-07-14T10:00:00Z,2020-07-14,20,46
Melbourne Central,2020-07-14T10:00:00Z,2020-07-14,20,222
Town Hall (West),2020-07-14T10:00:00Z,2020-07-14,20,128
Princes Bridge,2020-07-14T10:00:00Z,2020-07-14,20,172
Flinders Street Station Underpass,2020-07-14T10:00:00Z,2020-07-14,20,150
Birrarung Marr,2020-07-14T10:00:00Z,2020-07-14,20,61
Webb Bridge,2020-07-14T10:00:00Z,2020-07-14,20,75
Southern Cross Station,2020-07-14T10:00:00Z,2020-07-14,20,28
Victoria Point,2020-07-14T10:00:00Z,2020-07-14,20,31
Waterfront City,2020-07-14T10:00:00Z,2020-07-14,20,41
New Quay,2020-07-14T10:00:00Z,2020-07-14,20,132
Flagstaff Station,2020-07-14T10:00:00Z,2020-07-14,20,NA
Sandridge Bridge,2020-07-14T10:00:00Z,2020-07-14,20,5
State Library,2020-07-14T10:00:00Z,2020-07-14,20,NA
Collins St (North),2020-07-14T10:00:00Z,2020-07-14,20,55
Collins Place (South),2020-07-14T10:00:00Z,2020-07-14,20,33
Collins Place (North),2020-07-14T10:00:00Z,2020-07-14,20,24
Chinatown-Swanston St (North),2020-07-14T10:00:00Z,2020-07-14,20,101
Chinatown-Lt Bourke St (South),2020-07-14T10:00:00Z,2020-07-14,20,35
Bourke St-Russell St (West),2020-07-14T10:00:00Z,2020-07-14,20,NA
Flinders St-Elizabeth St (East),2020-07-14T10:00:00Z,2020-07-14,20,449
Spencer St-Collins St (South),2020-07-14T10:00:00Z,2020-07-14,20,71
Spencer St-Collins St (North),2020-07-14T10:00:00Z,2020-07-14,20,182
Melbourne Convention Exhibition Centre,2020-07-14T10:00:00Z,2020-07-14,20,146
QV Market-Elizabeth St (West),2020-07-14T10:00:00Z,2020-07-14,20,138
QV Market-Peel St,2020-07-14T10:00:00Z,2020-07-14,20,37
The Arts Centre,2020-07-14T10:00:00Z,2020-07-14,20,87
St Kilda Rd-Alexandra Gardens,2020-07-14T10:00:00Z,2020-07-14,20,34
Lonsdale St (South),2020-07-14T10:00:00Z,2020-07-14,20,99
Lygon St (West),2020-07-14T10:00:00Z,2020-07-14,20,107
City Square,2020-07-14T10:00:00Z,2020-07-14,20,NA
Flinders St-Spring St (West),2020-07-14T10:00:00Z,2020-07-14,20,NA
Flinders St-Spark La,2020-07-14T10:00:00Z,2020-07-14,20,5
Southbank,2020-07-14T10:00:00Z,2020-07-14,20,139
Queen St (West),2020-07-14T10:00:00Z,2020-07-14,20,38
Lygon St (East),2020-07-14T10:00:00Z,2020-07-14,20,37
Alfred Place,2020-07-14T10:00:00Z,2020-07-14,20,9
Lonsdale St-Spring St (West),2020-07-14T10:00:00Z,2020-07-14,20,22
Grattan St-Swanston St (West),2020-07-14T10:00:00Z,2020-07-14,20,30
Monash Rd-Swanston St (West),2020-07-14T10:00:00Z,2020-07-14,20,17
Tin Alley-Swanston St (West),2020-07-14T10:00:00Z,2020-07-14,20,11
Little Collins St-Swanston St (East),2020-07-14T10:00:00Z,2020-07-14,20,43
Flinders La-Swanston St (West),2020-07-14T10:00:00Z,2020-07-14,20,198
Pelham St (South),2020-07-14T10:00:00Z,2020-07-14,20,27
Melbourne Central-Elizabeth St (East),2020-07-14T10:00:00Z,2020-07-14,20,207
QVM-Queen St (East),2020-07-14T10:00:00Z,2020-07-14,20,39
QVM-Therry St (South),2020-07-14T10:00:00Z,2020-07-14,20,106
Faraday St-Lygon St (West),2020-07-14T10:00:00Z,2020-07-14,20,34
QVM-Franklin St (North),2020-07-14T10:00:00Z,2020-07-14,20,33
Elizabeth St-Lonsdale St (South),2020-07-14T10:00:00Z,2020-07-14,20,44
Lincoln-Swanston (W),2020-07-14T10:00:00Z,2020-07-14,20,2
Elizabeth St-La Trobe St (East),2020-07-14T10:00:00Z,2020-07-14,20,NA
Lonsdale St - Elizabeth St (North),2020-07-14T10:00:00Z,2020-07-14,20,77
Bourke St Bridge,2020-07-14T10:00:00Z,2020-07-14,20,40
Bourke St - Spencer St (North),2020-07-14T10:00:00Z,2020-07-14,20,92
RMIT Bld 80 - 445 Swanston Street,2020-07-14T10:00:00Z,2020-07-14,20,NA
Flinders La-Swanston St (West) Temporary,2020-07-14T10:00:00Z,2020-07-14,20,NA
RMIT Building 14,2020-07-14T10:00:00Z,2020-07-14,20,58
380 Elizabeth St,2020-07-14T10:00:00Z,2020-07-14,20,367
La Trobe St (North),2020-07-14T10:00:00Z,2020-07-14,20,NA
231 Bourke St,2020-07-14T10:00:00Z,2020-07-14,20,69
Royal Pde - Grattan St,2020-07-14T10:00:00Z,2020-07-14,20,NA
Bourke Street Mall (North),2020-07-14T11:00:00Z,2020-07-14,21,50
Bourke Street Mall (South),2020-07-14T11:00:00Z,2020-07-14,21,30
Melbourne Central,2020-07-14T11:00:00Z,2020-07-14,21,157
Town Hall (West),2020-07-14T11:00:00Z,2020-07-14,21,96
Princes Bridge,2020-07-14T11:00:00Z,2020-07-14,21,123
Flinders Street Station Underpass,2020-07-14T11:00:00Z,2020-07-14,21,128
Birrarung Marr,2020-07-14T11:00:00Z,2020-07-14,21,28
Webb Bridge,2020-07-14T11:00:00Z,2020-07-14,21,49
Southern Cross Station,2020-07-14T11:00:00Z,2020-07-14,21,42
Victoria Point,2020-07-14T11:00:00Z,2020-07-14,21,30
Waterfront City,2020-07-14T11:00:00Z,2020-07-14,21,34
New Quay,2020-07-14T11:00:00Z,2020-07-14,21,115
Flagstaff Station,2020-07-14T11:00:00Z,2020-07-14,21,NA
Sandridge Bridge,2020-07-14T11:00:00Z,2020-07-14,21,2
State Library,2020-07-14T11:00:00Z,2020-07-14,21,NA
Collins St (North),2020-07-14T11:00:00Z,2020-07-14,21,41
Collins Place (South),2020-07-14T11:00:00Z,2020-07-14,21,9
Collins Place (North),2020-07-14T11:00:00Z,2020-07-14,21,12
Chinatown-Swanston St (North),2020-07-14T11:00:00Z,2020-07-14,21,60
Chinatown-Lt Bourke St (South),2020-07-14T11:00:00Z,2020-07-14,21,27
Bourke St-Russell St (West),2020-07-14T11:00:00Z,2020-07-14,21,NA
Flinders St-Elizabeth St (East),2020-07-14T11:00:00Z,2020-07-14,21,440
Spencer St-Collins St (South),2020-07-14T11:00:00Z,2020-07-14,21,54
Spencer St-Collins St (North),2020-07-14T11:00:00Z,2020-07-14,21,129
Melbourne Convention Exhibition Centre,2020-07-14T11:00:00Z,2020-07-14,21,80
QV Market-Elizabeth St (West),2020-07-14T11:00:00Z,2020-07-14,21,93
QV Market-Peel St,2020-07-14T11:00:00Z,2020-07-14,21,31
The Arts Centre,2020-07-14T11:00:00Z,2020-07-14,21,55
St Kilda Rd-Alexandra Gardens,2020-07-14T11:00:00Z,2020-07-14,21,8
Lonsdale St (South),2020-07-14T11:00:00Z,2020-07-14,21,41
Lygon St (West),2020-07-14T11:00:00Z,2020-07-14,21,42
City Square,2020-07-14T11:00:00Z,2020-07-14,21,NA
Flinders St-Spring St (West),2020-07-14T11:00:00Z,2020-07-14,21,NA
Flinders St-Spark La,2020-07-14T11:00:00Z,2020-07-14,21,11
Southbank,2020-07-14T11:00:00Z,2020-07-14,21,87
Queen St (West),2020-07-14T11:00:00Z,2020-07-14,21,30
Lygon St (East),2020-07-14T11:00:00Z,2020-07-14,21,30
Alfred Place,2020-07-14T11:00:00Z,2020-07-14,21,NA
Lonsdale St-Spring St (West),2020-07-14T11:00:00Z,2020-07-14,21,23
Grattan St-Swanston St (West),2020-07-14T11:00:00Z,2020-07-14,21,15
Monash Rd-Swanston St (West),2020-07-14T11:00:00Z,2020-07-14,21,9
Tin Alley-Swanston St (West),2020-07-14T11:00:00Z,2020-07-14,21,7
Little Collins St-Swanston St (East),2020-07-14T11:00:00Z,2020-07-14,21,56
Flinders La-Swanston St (West),2020-07-14T11:00:00Z,2020-07-14,21,180
Pelham St (South),2020-07-14T11:00:00Z,2020-07-14,21,14
Melbourne Central-Elizabeth St (East),2020-07-14T11:00:00Z,2020-07-14,21,128
QVM-Queen St (East),2020-07-14T11:00:00Z,2020-07-14,21,43
QVM-Therry St (South),2020-07-14T11:00:00Z,2020-07-14,21,63
Faraday St-Lygon St (West),2020-07-14T11:00:00Z,2020-07-14,21,12
QVM-Franklin St (North),2020-07-14T11:00:00Z,2020-07-14,21,26
Elizabeth St-Lonsdale St (South),2020-07-14T11:00:00Z,2020-07-14,21,51
Lincoln-Swanston (W),2020-07-14T11:00:00Z,2020-07-14,21,1
Elizabeth St-La Trobe St (East),2020-07-14T11:00:00Z,2020-07-14,21,NA
Lonsdale St - Elizabeth St (North),2020-07-14T11:00:00Z,2020-07-14,21,48
Bourke St Bridge,2020-07-14T11:00:00Z,2020-07-14,21,20
Bourke St - Spencer St (North),2020-07-14T11:00:00Z,2020-07-14,21,80
RMIT Bld 80 - 445 Swanston Street,2020-07-14T11:00:00Z,2020-07-14,21,NA
Flinders La-Swanston St (West) Temporary,2020-07-14T11:00:00Z,2020-07-14,21,NA
RMIT Building 14,2020-07-14T11:00:00Z,2020-07-14,21,33
380 Elizabeth St,2020-07-14T11:00:00Z,2020-07-14,21,242
La Trobe St (North),2020-07-14T11:00:00Z,2020-07-14,21,NA
231 Bourke St,2020-07-14T11:00:00Z,2020-07-14,21,52
Royal Pde - Grattan St,2020-07-14T11:00:00Z,2020-07-14,21,NA
Bourke Street Mall (North),2020-07-14T12:00:00Z,2020-07-14,22,45
Bourke Street Mall (South),2020-07-14T12:00:00Z,2020-07-14,22,25
Melbourne Central,2020-07-14T12:00:00Z,2020-07-14,22,126
Town Hall (West),2020-07-14T12:00:00Z,2020-07-14,22,82
Princes Bridge,2020-07-14T12:00:00Z,2020-07-14,22,75
Flinders Street Station Underpass,2020-07-14T12:00:00Z,2020-07-14,22,49
Birrarung Marr,2020-07-14T12:00:00Z,2020-07-14,22,13
Webb Bridge,2020-07-14T12:00:00Z,2020-07-14,22,20
Southern Cross Station,2020-07-14T12:00:00Z,2020-07-14,22,37
Victoria Point,2020-07-14T12:00:00Z,2020-07-14,22,14
Waterfront City,2020-07-14T12:00:00Z,2020-07-14,22,14
New Quay,2020-07-14T12:00:00Z,2020-07-14,22,53
Flagstaff Station,2020-07-14T12:00:00Z,2020-07-14,22,NA
Sandridge Bridge,2020-07-14T12:00:00Z,2020-07-14,22,1
State Library,2020-07-14T12:00:00Z,2020-07-14,22,NA
Collins St (North),2020-07-14T12:00:00Z,2020-07-14,22,16
Collins Place (South),2020-07-14T12:00:00Z,2020-07-14,22,19
Collins Place (North),2020-07-14T12:00:00Z,2020-07-14,22,10
Chinatown-Swanston St (North),2020-07-14T12:00:00Z,2020-07-14,22,24
Chinatown-Lt Bourke St (South),2020-07-14T12:00:00Z,2020-07-14,22,14
Bourke St-Russell St (West),2020-07-14T12:00:00Z,2020-07-14,22,NA
Flinders St-Elizabeth St (East),2020-07-14T12:00:00Z,2020-07-14,22,239
Spencer St-Collins St (South),2020-07-14T12:00:00Z,2020-07-14,22,46
Spencer St-Collins St (North),2020-07-14T12:00:00Z,2020-07-14,22,108
Melbourne Convention Exhibition Centre,2020-07-14T12:00:00Z,2020-07-14,22,44
QV Market-Elizabeth St (West),2020-07-14T12:00:00Z,2020-07-14,22,70
QV Market-Peel St,2020-07-14T12:00:00Z,2020-07-14,22,11
The Arts Centre,2020-07-14T12:00:00Z,2020-07-14,22,46
St Kilda Rd-Alexandra Gardens,2020-07-14T12:00:00Z,2020-07-14,22,13
Lonsdale St (South),2020-07-14T12:00:00Z,2020-07-14,22,36
Lygon St (West),2020-07-14T12:00:00Z,2020-07-14,22,57
City Square,2020-07-14T12:00:00Z,2020-07-14,22,NA
Flinders St-Spring St (West),2020-07-14T12:00:00Z,2020-07-14,22,NA
Flinders St-Spark La,2020-07-14T12:00:00Z,2020-07-14,22,7
Southbank,2020-07-14T12:00:00Z,2020-07-14,22,45
Queen St (West),2020-07-14T12:00:00Z,2020-07-14,22,9
Lygon St (East),2020-07-14T12:00:00Z,2020-07-14,22,23
Alfred Place,2020-07-14T12:00:00Z,2020-07-14,22,4
Lonsdale St-Spring St (West),2020-07-14T12:00:00Z,2020-07-14,22,22
Grattan St-Swanston St (West),2020-07-14T12:00:00Z,2020-07-14,22,7
Monash Rd-Swanston St (West),2020-07-14T12:00:00Z,2020-07-14,22,4
Tin Alley-Swanston St (West),2020-07-14T12:00:00Z,2020-07-14,22,4
Little Collins St-Swanston St (East),2020-07-14T12:00:00Z,2020-07-14,22,28
Flinders La-Swanston St (West),2020-07-14T12:00:00Z,2020-07-14,22,123
Pelham St (South),2020-07-14T12:00:00Z,2020-07-14,22,9
Melbourne Central-Elizabeth St (East),2020-07-14T12:00:00Z,2020-07-14,22,85
QVM-Queen St (East),2020-07-14T12:00:00Z,2020-07-14,22,9
QVM-Therry St (South),2020-07-14T12:00:00Z,2020-07-14,22,45
Faraday St-Lygon St (West),2020-07-14T12:00:00Z,2020-07-14,22,6
QVM-Franklin St (North),2020-07-14T12:00:00Z,2020-07-14,22,18
Elizabeth St-Lonsdale St (South),2020-07-14T12:00:00Z,2020-07-14,22,15
Lincoln-Swanston (W),2020-07-14T12:00:00Z,2020-07-14,22,1
Elizabeth St-La Trobe St (East),2020-07-14T12:00:00Z,2020-07-14,22,NA
Lonsdale St - Elizabeth St (North),2020-07-14T12:00:00Z,2020-07-14,22,33
Bourke St Bridge,2020-07-14T12:00:00Z,2020-07-14,22,13
Bourke St - Spencer St (North),2020-07-14T12:00:00Z,2020-07-14,22,82
RMIT Bld 80 - 445 Swanston Street,2020-07-14T12:00:00Z,2020-07-14,22,NA
Flinders La-Swanston St (West) Temporary,2020-07-14T12:00:00Z,2020-07-14,22,NA
RMIT Building 14,2020-07-14T12:00:00Z,2020-07-14,22,37
380 Elizabeth St,2020-07-14T12:00:00Z,2020-07-14,22,224
La Trobe St (North),2020-07-14T12:00:00Z,2020-07-14,22,NA
231 Bourke St,2020-07-14T12:00:00Z,2020-07-14,22,29
Royal Pde - Grattan St,2020-07-14T12:00:00Z,2020-07-14,22,NA
Bourke Street Mall (North),2020-07-14T13:00:00Z,2020-07-14,23,28
